peptideName	Pfam
GRMZM2G417229_P01	PF04770
GRMZM2G417229_P02	PF04770
GRMZM2G417360_P01	PF05699
GRMZM2G417382_P01	PF02458
GRMZM2G417382_P02	PF02458
GRMZM2G417402_P01	PF12874
GRMZM2G417410_P01	PF02181
GRMZM2G417417_P01	PF02485
GRMZM2G417455_P01	PF02140
GRMZM2G417455_P01	PF01301
GRMZM2G417455_P02	PF02140
GRMZM2G417455_P02	PF01301
GRMZM2G417485_P01	PF12776
GRMZM2G417496_P01	PF10409
GRMZM2G417583_P01	PF07816
GRMZM2G417594_P01	PF04493
GRMZM2G417597_P01	PF00010
GRMZM2G417650_P01	PF00004
GRMZM2G417658_P01	PF07986
GRMZM2G417658_P02	PF07986
GRMZM2G417682_P01	PF10220
GRMZM2G417682_P02	PF10220
GRMZM2G417684_P01	PF12776
GRMZM2G417704_P01	PF00481
GRMZM2G417725_P01	PF14570
GRMZM2G417725_P01	PF03398
GRMZM2G417770_P01	PF02190
GRMZM2G417835_P01	PF05678
GRMZM2G417843_P01	PF13242
GRMZM2G417843_P02	PF13344
GRMZM2G417859_P01	PF09751
GRMZM2G417866_P01	PF12430
GRMZM2G417905_P01	PF02902
GRMZM2G417938_P01	PF03765
GRMZM2G417945_P01	PF00201
GRMZM2G417954_P01	PF03055
GRMZM2G417963_P01	PF11955
GRMZM2G418004_P01	PF07731
GRMZM2G418005_P01	PF00389
GRMZM2G418005_P01	PF02826
GRMZM2G418005_P02	PF02826
GRMZM2G418011_P01	PF03110
GRMZM2G418031_P01	PF00651
GRMZM2G418135_P01	PF00562
GRMZM2G418160_P01	PF05879
GRMZM2G418206_P01	PF11977
GRMZM2G418206_P01	PF13812
GRMZM2G418223_P01	PF07714
GRMZM2G418232_P01	PF14533
GRMZM2G418232_P02	PF14533
GRMZM2G418256_P01	PF15697
GRMZM2G418258_P01	PF00125
GRMZM2G418263_P01	PF15785
GRMZM2G418279_P01	PF06472
GRMZM2G418279_P02	PF13540
GRMZM2G418279_P02	PF06472
GRMZM2G418289_P01	PF07714
GRMZM2G418289_P02	PF07714
GRMZM2G418294_P01	PF02826
GRMZM2G418415_P01	PF12695
GRMZM2G418432_P01	PF00582
GRMZM2G418432_P01	PF07714
GRMZM2G418450_P01	PF03735
GRMZM2G418459_P01	PF01535
GRMZM2G418459_P01	PF13041
GRMZM2G418515_P01	PF07001
GRMZM2G418604_P01	PF02854
GRMZM2G418604_P01	PF04050
GRMZM2G418604_P02	PF04050
GRMZM2G418604_P02	PF02854
GRMZM2G418604_P03	PF04050
GRMZM2G418604_P03	PF02854
GRMZM2G418635_P01	PF03283
GRMZM2G418644_P01	PF00295
GRMZM2G418651_P01	PF14288
GRMZM2G418689_P01	PF01636
GRMZM2G418689_P01	PF08276
GRMZM2G418689_P01	PF01453
GRMZM2G418689_P01	PF00954
GRMZM2G418711_P01	PF09412
GRMZM2G418726_P01	PF00400
GRMZM2G418749_P01	PF01535
GRMZM2G418749_P01	PF13041
GRMZM2G418752_P01	PF00856
GRMZM2G418752_P01	PF09273
GRMZM2G418766_P01	PF08555
GRMZM2G418776_P01	PF00514
GRMZM2G418899_P01	PF03514
GRMZM2G418899_P02	PF03514
GRMZM2G418916_P01	PF02383
GRMZM2G418916_P02	PF02383
GRMZM2G418956_P01	PF08276
GRMZM2G418956_P01	PF00954
GRMZM2G418956_P01	PF01453
GRMZM2G418956_P01	PF00069
GRMZM2G418985_P01	PF05922
GRMZM2G418985_P01	PF02225
GRMZM2G418985_P01	PF00082
GRMZM2G419024_P02	PF00121
GRMZM2G419070_P01	PF07883
GRMZM2G419076_P01	PF04759
GRMZM2G419085_P01	PF05700
GRMZM2G419085_P02	PF05700
GRMZM2G419085_P03	PF05700
GRMZM2G419085_P04	PF05700
GRMZM2G419111_P01	PF01494
GRMZM2G419239_P01	PF00249
GRMZM2G419244_P01	PF01789
GRMZM2G419252_P01	PF00046
GRMZM2G419267_P01	PF04577
GRMZM2G419267_P02	PF04577
GRMZM2G419290_P01	PF00954
GRMZM2G419290_P01	PF08276
GRMZM2G419290_P01	PF01453
GRMZM2G419290_P01	PF07714
GRMZM2G419305_P01	PF01426
GRMZM2G419305_P01	PF05641
GRMZM2G419305_P02	PF01426
GRMZM2G419305_P02	PF05641
GRMZM2G419318_P01	PF00954
GRMZM2G419318_P01	PF08276
GRMZM2G419318_P01	PF07714
GRMZM2G419328_P01	PF07690
GRMZM2G419328_P02	PF07690
GRMZM2G419328_P03	PF07690
GRMZM2G419342_P01	PF00067
GRMZM2G419342_P02	PF12776
GRMZM2G419342_P02	PF00067
GRMZM2G419409_P01	PF02182
GRMZM2G419430_P01	PF13202
GRMZM2G419436_P01	PF00069
GRMZM2G419452_P01	PF13499
GRMZM2G419514_P01	PF03141
GRMZM2G419542_P01	PF06697
GRMZM2G419563_P01	PF12796
GRMZM2G419675_P01	PF00967
GRMZM2G419694_P01	PF04110
GRMZM2G419694_P02	PF04110
GRMZM2G419694_P03	PF04110
GRMZM2G419694_P04	PF04110
GRMZM2G419694_P05	PF04110
GRMZM2G419699_P01	PF16415
GRMZM2G419739_P01	PF10250
GRMZM2G419782_P01	PF00827
GRMZM2G419782_P01	PF01756
GRMZM2G419782_P01	PF02770
GRMZM2G419782_P02	PF00827
GRMZM2G419782_P02	PF01756
GRMZM2G419782_P02	PF02770
GRMZM2G419785_P01	PF09118
GRMZM2G419806_P01	PF01078
GRMZM2G419806_P02	PF01078
GRMZM2G419806_P03	PF01078
GRMZM2G419836_P01	PF00085
GRMZM2G419847_P02	PF00069
GRMZM2G419852_P02	PF06136
GRMZM2G419875_P01	PF02902
GRMZM2G419891_P01	PF11976
GRMZM2G419891_P02	PF11976
GRMZM2G419891_P03	PF11976
GRMZM2G419891_P03	PF00240
GRMZM2G419891_P04	PF11976
GRMZM2G419891_P05	PF11976
GRMZM2G419898_P01	PF08423
GRMZM2G419901_P01	PF00847
GRMZM2G419953_P01	PF00141
GRMZM2G419957_P01	PF01553
GRMZM2G419969_P01	PF03966
GRMZM2G419984_P01	PF00400
GRMZM2G419992_P01	PF00153
GRMZM2G419994_P01	PF12609
GRMZM2G420004_P01	PF07690
GRMZM2G420012_P01	PF13639
GRMZM2G420021_P01	PF01779
GRMZM2G420055_P01	PF00814
GRMZM2G420055_P02	PF00814
GRMZM2G420098_P01	PF03999
GRMZM2G420119_P01	PF00153
GRMZM2G420141_P01	PF03478
GRMZM2G420153_P01	PF00646
GRMZM2G420225_P01	PF14569
GRMZM2G420280_P01	PF03514
GRMZM2G420310_P01	PF02990
GRMZM2G420357_P01	PF05678
GRMZM2G420391_P01	PF02847
GRMZM2G420407_P01	PF14226
GRMZM2G420407_P01	PF03171
GRMZM2G420407_P02	PF03171
GRMZM2G420432_P01	PF04484
GRMZM2G420436_P01	PF01544
GRMZM2G420469_P01	PF00400
GRMZM2G420469_P02	PF00400
GRMZM2G420535_P01	PF06507
GRMZM2G420630_P01	PF05678
GRMZM2G420684_P01	PF02681
GRMZM2G420684_P02	PF02681
GRMZM2G420697_P01	PF04578
GRMZM2G420697_P01	PF13968
GRMZM2G420713_P02	PF00076
GRMZM2G420713_P01	PF00076
GRMZM2G420715_P01	PF05678
GRMZM2G420723_P01	PF01535
GRMZM2G420723_P01	PF13041
GRMZM2G420723_P02	PF01535
GRMZM2G420723_P02	PF13041
GRMZM2G420732_P01	PF01182
GRMZM2G420732_P01	PF12014
GRMZM2G420732_P02	PF01182
GRMZM2G420732_P02	PF12014
GRMZM2G420733_P01	PF03018
GRMZM2G420743_P01	PF03018
GRMZM2G420758_P01	PF03018
GRMZM2G420772_P01	PF03018
GRMZM2G420772_P02	PF03018
GRMZM2G420774_P01	PF01918
GRMZM2G420786_P01	PF07859
GRMZM2G420789_P01	PF13872
GRMZM2G420801_P01	PF01590
GRMZM2G420801_P01	PF00072
GRMZM2G420812_P01	PF02519
GRMZM2G420823_P01	PF00860
GRMZM2G420823_P02	PF00860
GRMZM2G420823_P03	PF00860
GRMZM2G420823_P04	PF00860
GRMZM2G420865_P01	PF00271
GRMZM2G420865_P01	PF00270
GRMZM2G420865_P02	PF00271
GRMZM2G420865_P02	PF00270
GRMZM2G420865_P03	PF00271
GRMZM2G420882_P01	PF08276
GRMZM2G420882_P01	PF01453
GRMZM2G420882_P01	PF00954
GRMZM2G420882_P01	PF00069
GRMZM2G420910_P01	PF00026
GRMZM2G420926_P01	PF00149
GRMZM2G420926_P02	PF00149
GRMZM2G420926_P03	PF00149
GRMZM2G420935_P01	PF00071
GRMZM2G420988_P01	PF00153
GRMZM2G421029_P01	PF03171
GRMZM2G421029_P01	PF14226
GRMZM2G421033_P01	PF00847
GRMZM2G421126_P01	PF03407
GRMZM2G421212_P01	PF13919
GRMZM2G421212_P01	PF00320
GRMZM2G421231_P01	PF01535
GRMZM2G421231_P01	PF12854
GRMZM2G421231_P01	PF13041
GRMZM2G421240_P02	PF05915
GRMZM2G421256_P02	PF00249
GRMZM2G421279_P01	PF15511
GRMZM2G421279_P03	PF15511
GRMZM2G421415_P01	PF02469
GRMZM2G421429_P01	PF03088
GRMZM2G421463_P01	PF01476
GRMZM2G421463_P02	PF01476
GRMZM2G421463_P03	PF01476
GRMZM2G421491_P01	PF03169
GRMZM2G421493_P01	PF00303
GRMZM2G421493_P01	PF00186
GRMZM2G421495_P01	PF14510
GRMZM2G421495_P01	PF08370
GRMZM2G421495_P01	PF00005
GRMZM2G421495_P01	PF01061
GRMZM2G421500_P01	PF16095
GRMZM2G421509_P01	PF13738
GRMZM2G421541_P01	PF09465
GRMZM2G421541_P01	PF05188
GRMZM2G421541_P01	PF05192
GRMZM2G421541_P01	PF01624
GRMZM2G421541_P02	PF09465
GRMZM2G421541_P02	PF05188
GRMZM2G421541_P02	PF05192
GRMZM2G421541_P02	PF01624
GRMZM2G421541_P03	PF05192
GRMZM2G421565_P01	PF04142
GRMZM2G421579_P01	PF03407
GRMZM2G421604_P01	PF07690
GRMZM2G421604_P02	PF07690
GRMZM2G421604_P03	PF07690
GRMZM2G421604_P04	PF07690
GRMZM2G421641_P01	PF06974
GRMZM2G421669_P01	PF08263
GRMZM2G421669_P01	PF00560
GRMZM2G421669_P01	PF00069
GRMZM2G421669_P01	PF13855
GRMZM2G421682_P01	PF02797
GRMZM2G421690_P01	PF01535
GRMZM2G421690_P01	PF13041
GRMZM2G421791_P01	PF04765
GRMZM2G421795_P02	PF01249
GRMZM2G421829_P01	PF04824
GRMZM2G421829_P01	PF04825
GRMZM2G421835_P01	PF00892
GRMZM2G421857_P01	PF02874
GRMZM2G421857_P01	PF00306
GRMZM2G421857_P01	PF16886
GRMZM2G421857_P01	PF00006
GRMZM2G421857_P02	PF02874
GRMZM2G421857_P02	PF00306
GRMZM2G421857_P02	PF16886
GRMZM2G421857_P02	PF00006
GRMZM2G421857_P03	PF02874
GRMZM2G421857_P03	PF00006
GRMZM2G421857_P03	PF16886
GRMZM2G421857_P04	PF02874
GRMZM2G421857_P04	PF00306
GRMZM2G421857_P04	PF16886
GRMZM2G421857_P04	PF00006
GRMZM2G421899_P01	PF01388
GRMZM2G421899_P02	PF01388
GRMZM2G421899_P03	PF00011
GRMZM2G421899_P03	PF01388
GRMZM2G421911_P01	PF12066
GRMZM2G421992_P01	PF05699
GRMZM2G422045_P01	PF03372
GRMZM2G422083_P01	PF00249
GRMZM2G422090_P01	PF01926
GRMZM2G422090_P01	PF01018
GRMZM2G422171_P01	PF13041
GRMZM2G422171_P02	PF13041
GRMZM2G422205_P01	PF00642
GRMZM2G422210_P01	PF08991
GRMZM2G422240_P01	PF00011
GRMZM2G422303_P01	PF00900
GRMZM2G422340_P01	PF08276
GRMZM2G422340_P01	PF00954
GRMZM2G422340_P01	PF01453
GRMZM2G422340_P01	PF07714
GRMZM2G422340_P02	PF08276
GRMZM2G422340_P02	PF00954
GRMZM2G422340_P02	PF01453
GRMZM2G422340_P02	PF07714
GRMZM2G422373_P01	PF07714
GRMZM2G422419_P01	PF02519
GRMZM2G422464_P02	PF15629
GRMZM2G422464_P02	PF15628
GRMZM2G422499_P01	PF00622
GRMZM2G422510_P01	PF05911
GRMZM2G422539_P01	PF01435
GRMZM2G422576_P01	PF00069
GRMZM2G422576_P02	PF07714
GRMZM2G422576_P03	PF00069
GRMZM2G422581_P01	PF00067
GRMZM2G422581_P01	PF00175
GRMZM2G422631_P01	PF01095
GRMZM2G422641_P01	PF07765
GRMZM2G422644_P01	PF00643
GRMZM2G422644_P02	PF00643
GRMZM2G422644_P03	PF00643
GRMZM2G422649_P01	PF07521
GRMZM2G422649_P01	PF00753
GRMZM2G422649_P01	PF10996
GRMZM2G422649_P01	PF11718
GRMZM2G422651_P01	PF05091
GRMZM2G422670_P01	PF04185
GRMZM2G422750_P01	PF08541
GRMZM2G422750_P01	PF00195
GRMZM2G422750_P02	PF00195
GRMZM2G422750_P03	PF08541
GRMZM2G422750_P03	PF00195
GRMZM2G422932_P01	PF14291
GRMZM2G422938_P01	PF00128
GRMZM2G422938_P01	PF07821
GRMZM2G422938_P02	PF00128
GRMZM2G422938_P02	PF07821
GRMZM2G422986_P01	PF16457
GRMZM2G423027_P01	PF12847
GRMZM2G423027_P02	PF12847
GRMZM2G423027_P03	PF01135
GRMZM2G423027_P04	PF01135
GRMZM2G423027_P05	PF13847
GRMZM2G423027_P06	PF01135
GRMZM2G423027_P07	PF12847
GRMZM2G423129_P01	PF13833
GRMZM2G423137_P01	PF13301
GRMZM2G423137_P02	PF13301
GRMZM2G423139_P01	PF13499
GRMZM2G423169_P01	PF01386
GRMZM2G423169_P01	PF14693
GRMZM2G423169_P02	PF01386
GRMZM2G423169_P03	PF01386
GRMZM2G423169_P04	PF14693
GRMZM2G423202_P01	PF11145
GRMZM2G423292_P01	PF04504
GRMZM2G423331_P01	PF08100
GRMZM2G423331_P01	PF00891
GRMZM2G423333_P01	PF02171
GRMZM2G423337_P01	PF01852
GRMZM2G423337_P01	PF08670
GRMZM2G423337_P02	PF08670
GRMZM2G423337_P03	PF08670
GRMZM2G423393_P01	PF02362
GRMZM2G423413_P01	PF01201
GRMZM2G423413_P01	PF01255
GRMZM2G423423_P01	PF04770
GRMZM2G423456_P01	PF02518
GRMZM2G423456_P01	PF00072
GRMZM2G423456_P02	PF00512
GRMZM2G423456_P02	PF02518
GRMZM2G423456_P02	PF00072
GRMZM2G423456_P02	PF03924
GRMZM2G423472_P01	PF00957
GRMZM2G423472_P01	PF13774
GRMZM2G423472_P02	PF00957
GRMZM2G423476_P01	PF02485
GRMZM2G423486_P01	PF07714
GRMZM2G423486_P01	PF01480
GRMZM2G423518_P01	PF05699
GRMZM2G423518_P01	PF14291
GRMZM2G423538_P01	PF13812
GRMZM2G423538_P01	PF12854
GRMZM2G423538_P01	PF13041
GRMZM2G423538_P01	PF01535
GRMZM2G423555_P01	PF00043
GRMZM2G423555_P02	PF00043
GRMZM2G423567_P01	PF03372
GRMZM2G423575_P01	PF01751
GRMZM2G423636_P01	PF02576
GRMZM2G423640_P01	PF02458
GRMZM2G423643_P01	PF16746
GRMZM2G423663_P01	PF01344
GRMZM2G423833_P01	PF00249
GRMZM2G423851_P01	PF10250
GRMZM2G423861_P01	PF09379
GRMZM2G423861_P01	PF00373
GRMZM2G423861_P01	PF00784
GRMZM2G423861_P01	PF00225
GRMZM2G423861_P02	PF00373
GRMZM2G423861_P02	PF09379
GRMZM2G423861_P02	PF00784
GRMZM2G423861_P02	PF00225
GRMZM2G423863_P01	PF06521
GRMZM2G423884_P01	PF01554
GRMZM2G423886_P01	PF00743
GRMZM2G423898_P01	PF00280
GRMZM2G423917_P01	PF00168
GRMZM2G423930_P01	PF05637
GRMZM2G423956_P01	PF13639
GRMZM2G423956_P01	PF02225
GRMZM2G423956_P02	PF13639
GRMZM2G423956_P02	PF02225
GRMZM2G423956_P03	PF13639
GRMZM2G423956_P03	PF02225
GRMZM2G423956_P04	PF13639
GRMZM2G423959_P01	PF05498
GRMZM2G423972_P02	PF00389
GRMZM2G423972_P02	PF02826
GRMZM2G423975_P01	PF03018
GRMZM2G424038_P01	PF01704
GRMZM2G424053_P02	PF00085
GRMZM2G424053_P03	PF00085
GRMZM2G424147_P01	PF10604
GRMZM2G424155_P01	PF02847
GRMZM2G424239_P01	PF00860
GRMZM2G424241_P02	PF03061
GRMZM2G424241_P03	PF00498
GRMZM2G424261_P01	PF03634
GRMZM2G424289_P01	PF16415
GRMZM2G424323_P01	PF12842
GRMZM2G424380_P01	PF00850
GRMZM2G424491_P01	PF02683
GRMZM2G424509_P01	PF05498
GRMZM2G424553_P01	PF00225
GRMZM2G424575_P01	PF02880
GRMZM2G424577_P01	PF12695
GRMZM2G424582_P01	PF00097
GRMZM2G424582_P01	PF07714
GRMZM2G424582_P01	PF12796
GRMZM2G424595_P01	PF10475
GRMZM2G424595_P02	PF10475
GRMZM2G424651_P01	PF01388
GRMZM2G424670_P01	PF04782
GRMZM2G424682_P01	PF07714
GRMZM2G424707_P01	PF13091
GRMZM2G424707_P02	PF13091
GRMZM2G424707_P03	PF13091
GRMZM2G424707_P04	PF13091
GRMZM2G424707_P05	PF13091
GRMZM2G424804_P01	PF00067
GRMZM2G424832_P01	PF13632
GRMZM2G424832_P01	PF14569
GRMZM2G424832_P02	PF14569
GRMZM2G424832_P02	PF03552
GRMZM2G424857_P01	PF03069
GRMZM2G424873_P01	PF00696
GRMZM2G424873_P02	PF00696
GRMZM2G424873_P03	PF00696
GRMZM2G424873_P04	PF00696
GRMZM2G424873_P05	PF00696
GRMZM2G424873_P06	PF00696
GRMZM2G424873_P07	PF00696
GRMZM2G424981_P01	PF16900
GRMZM2G424981_P02	PF16900
GRMZM2G425004_P01	PF00168
GRMZM2G425072_P01	PF02519
GRMZM2G425127_P01	PF00067
GRMZM2G425189_P01	PF00069
GRMZM2G425206_P01	PF01277
GRMZM2G425236_P01	PF04770
GRMZM2G425241_P01	PF04578
GRMZM2G425241_P01	PF13968
GRMZM2G425249_P01	PF01636
GRMZM2G425265_P01	PF04078
GRMZM2G425265_P01	PF01433
GRMZM2G425366_P01	PF03514
GRMZM2G425373_P01	PF00226
GRMZM2G425377_P01	PF00400
GRMZM2G425377_P02	PF00400
GRMZM2G425398_P01	PF04535
GRMZM2G425427_P01	PF00249
GRMZM2G425430_P01	PF03106
GRMZM2G425471_P01	PF14370
GRMZM2G425482_P01	PF04570
GRMZM2G425638_P01	PF07883
GRMZM2G425641_P01	PF00467
GRMZM2G425647_P01	PF01535
GRMZM2G425647_P01	PF00355
GRMZM2G425647_P01	PF13041
GRMZM2G425647_P02	PF01535
GRMZM2G425647_P02	PF00355
GRMZM2G425647_P02	PF13041
GRMZM2G425683_P01	PF07690
GRMZM2G425719_P01	PF00743
GRMZM2G425719_P02	PF00743
GRMZM2G425719_P03	PF00743
GRMZM2G425719_P04	PF00743
GRMZM2G425728_P01	PF00504
GRMZM2G425736_P01	PF06658
GRMZM2G425774_P01	PF07227
GRMZM2G425778_P01	PF04859
GRMZM2G425798_P02	PF00847
GRMZM2G425863_P01	PF04678
GRMZM2G425863_P03	PF04678
GRMZM2G425910_P01	PF12776
GRMZM2G425920_P01	PF00170
GRMZM2G425920_P02	PF00170
GRMZM2G425965_P01	PF00514
GRMZM2G425965_P01	PF04564
GRMZM2G425986_P01	PF14815
GRMZM2G425986_P01	PF00730
GRMZM2G425986_P02	PF14815
GRMZM2G425986_P02	PF00730
GRMZM2G425986_P03	PF14815
GRMZM2G425986_P03	PF00730
GRMZM2G425999_P01	PF02705
GRMZM2G426046_P01	PF13833
GRMZM2G426067_P01	PF02434
GRMZM2G426140_P01	PF00046
GRMZM2G426140_P01	PF13639
GRMZM2G426147_P01	PF08276
GRMZM2G426147_P01	PF00069
GRMZM2G426154_P01	PF02536
GRMZM2G426156_P01	PF00069
GRMZM2G426175_P01	PF14226
GRMZM2G426175_P01	PF03171
GRMZM2G426200_P01	PF02096
GRMZM2G426200_P02	PF02096
GRMZM2G426200_P03	PF02096
GRMZM2G426200_P04	PF02096
GRMZM2G426200_P05	PF02096
GRMZM2G426229_P01	PF00076
GRMZM2G426229_P02	PF00076
GRMZM2G426229_P03	PF00076
GRMZM2G426229_P04	PF00076
GRMZM2G426242_P01	PF00201
GRMZM2G426275_P01	PF03071
GRMZM2G426275_P02	PF03071
GRMZM2G426275_P03	PF03071
GRMZM2G426275_P04	PF03071
GRMZM2G426275_P05	PF03071
GRMZM2G426294_P01	PF04398
GRMZM2G426306_P01	PF06454
GRMZM2G426415_P01	PF00201
GRMZM2G426467_P01	PF00232
GRMZM2G426469_P01	PF08137
GRMZM2G426483_P01	PF12624
GRMZM2G426486_P01	PF00917
GRMZM2G426511_P01	PF12695
GRMZM2G426553_P01	PF01535
GRMZM2G426553_P01	PF13041
GRMZM2G426556_P01	PF13855
GRMZM2G426556_P01	PF01734
GRMZM2G426591_P01	PF00076
GRMZM2G426591_P02	PF00076
GRMZM2G426591_P03	PF00076
GRMZM2G426591_P04	PF00076
GRMZM2G426613_P01	PF13639
GRMZM2G426630_P01	PF00854
GRMZM2G426688_P01	PF00564
GRMZM2G426732_P01	PF11721
GRMZM2G426732_P01	PF07714
GRMZM2G426732_P02	PF11721
GRMZM2G426732_P02	PF00069
GRMZM2G426745_P01	PF07859
GRMZM2G426802_P01	PF00400
GRMZM2G426847_P01	PF03104
GRMZM2G426862_P01	PF00355
GRMZM2G426881_P01	PF07814
GRMZM2G426888_P01	PF01535
GRMZM2G426888_P01	PF13041
GRMZM2G426917_P01	PF13947
GRMZM2G426917_P01	PF00069
GRMZM2G426922_P01	PF16983
GRMZM2G426953_P01	PF01794
GRMZM2G426953_P01	PF08022
GRMZM2G426953_P01	PF08414
GRMZM2G426953_P01	PF08030
GRMZM2G426953_P02	PF08030
GRMZM2G426964_P01	PF00479
GRMZM2G426964_P01	PF02781
GRMZM2G427014_P01	PF00380
GRMZM2G427031_P01	PF04561
GRMZM2G427031_P01	PF04567
GRMZM2G427031_P01	PF04565
GRMZM2G427031_P01	PF04566
GRMZM2G427031_P01	PF04560
GRMZM2G427031_P01	PF04194
GRMZM2G427031_P01	PF04563
GRMZM2G427031_P01	PF00562
GRMZM2G427031_P03	PF04194
GRMZM2G427031_P04	PF04563
GRMZM2G427067_P01	PF04675
GRMZM2G427067_P01	PF07522
GRMZM2G427073_P01	PF03018
GRMZM2G427073_P02	PF03018
GRMZM2G427087_P01	PF13837
GRMZM2G427090_P01	PF01248
GRMZM2G427090_P02	PF01248
GRMZM2G427097_P01	PF02812
GRMZM2G427097_P01	PF00208
GRMZM2G427097_P02	PF02812
GRMZM2G427106_P01	PF00538
GRMZM2G427251_P01	PF13234
GRMZM2G427283_P01	PF01535
GRMZM2G427283_P01	PF13041
GRMZM2G427301_P01	PF08555
GRMZM2G427319_P01	PF03222
GRMZM2G427337_P01	PF08652
GRMZM2G427337_P02	PF08241
GRMZM2G427337_P02	PF08652
GRMZM2G427351_P01	PF00135
GRMZM2G427369_P01	PF00124
GRMZM2G427402_P01	PF13900
GRMZM2G427404_P01	PF00203
GRMZM2G427404_P01	PF03947
GRMZM2G427404_P02	PF03947
GRMZM2G427404_P03	PF03947
GRMZM2G427408_P01	PF02037
GRMZM2G427408_P01	PF16294
GRMZM2G427409_P01	PF01485
GRMZM2G427418_P01	PF07887
GRMZM2G427418_P02	PF07887
GRMZM2G427438_P01	PF00642
GRMZM2G427444_P01	PF00361
GRMZM2G427444_P02	PF00361
GRMZM2G427444_P03	PF00574
GRMZM2G427444_P04	PF00574
GRMZM2G427444_P05	PF00574
GRMZM2G427444_P06	PF00574
GRMZM2G427451_P01	PF04526
GRMZM2G427468_P01	PF00828
GRMZM2G427503_P01	PF10043
GRMZM2G427531_P01	PF02392
GRMZM2G427531_P02	PF16639
GRMZM2G427531_P02	PF01333
GRMZM2G427557_P01	PF00032
GRMZM2G427564_P01	PF00411
GRMZM2G427618_P01	PF14226
GRMZM2G427618_P01	PF03171
GRMZM2G427625_P01	PF13460
GRMZM2G427635_P01	PF04030
GRMZM2G427635_P01	PF01565
GRMZM2G427672_P01	PF13014
GRMZM2G427672_P01	PF00013
GRMZM2G427677_P01	PF02263
GRMZM2G427685_P01	PF03004
GRMZM2G427685_P02	PF03004
GRMZM2G427697_P01	PF06219
GRMZM2G427697_P02	PF06219
GRMZM2G427815_P01	PF00141
GRMZM2G427822_P01	PF01142
GRMZM2G427826_P01	PF13041
GRMZM2G427826_P01	PF01535
GRMZM2G427836_P01	PF00464
GRMZM2G427838_P01	PF07714
GRMZM2G427903_P01	PF00141
GRMZM2G427937_P01	PF00141
GRMZM2G427954_P01	PF00141
GRMZM2G428027_P01	PF00173
GRMZM2G428027_P01	PF00970
GRMZM2G428027_P01	PF00175
GRMZM2G428027_P01	PF00174
GRMZM2G428027_P01	PF03404
GRMZM2G428035_P01	PF00069
GRMZM2G428035_P02	PF00069
GRMZM2G428096_P01	PF00690
GRMZM2G428096_P01	PF00122
GRMZM2G428168_P01	PF00043
GRMZM2G428168_P01	PF13417
GRMZM2G428179_P01	PF13639
GRMZM2G428184_P01	PF00170
GRMZM2G428188_P01	PF07762
GRMZM2G428201_P01	PF00069
GRMZM2G428201_P02	PF00069
GRMZM2G428233_P01	PF08458
GRMZM2G428233_P01	PF05703
GRMZM2G428242_P01	PF04851
GRMZM2G428242_P01	PF00271
GRMZM2G428242_P02	PF04851
GRMZM2G428242_P02	PF00271
GRMZM2G428242_P03	PF04851
GRMZM2G428242_P03	PF00271
GRMZM2G428242_P04	PF04851
GRMZM2G428242_P04	PF00271
GRMZM2G428242_P05	PF07529
GRMZM2G428250_P01	PF00026
GRMZM2G428370_P01	PF08263
GRMZM2G428370_P01	PF00560
GRMZM2G428370_P01	PF00069
GRMZM2G428370_P01	PF13855
GRMZM2G428379_P01	PF00060
GRMZM2G428379_P01	PF00497
GRMZM2G428379_P01	PF01094
GRMZM2G428386_P01	PF00118
GRMZM2G428386_P01	PF01504
GRMZM2G428386_P02	PF00118
GRMZM2G428386_P02	PF01504
GRMZM2G428391_P01	PF00012
GRMZM2G428391_P02	PF00012
GRMZM2G428470_P01	PF13837
GRMZM2G428518_P01	PF13802
GRMZM2G428518_P01	PF16863
GRMZM2G428518_P01	PF01055
GRMZM2G428518_P02	PF01055
GRMZM2G428518_P03	PF13802
GRMZM2G428518_P03	PF16863
GRMZM2G428518_P03	PF01055
GRMZM2G428554_P01	PF08263
GRMZM2G428554_P01	PF13855
GRMZM2G428554_P01	PF00069
GRMZM2G428555_P01	PF13921
GRMZM2G428555_P02	PF00249
GRMZM2G428555_P03	PF13921
GRMZM2G428555_P04	PF00249
GRMZM2G428579_P01	PF12854
GRMZM2G428579_P01	PF13812
GRMZM2G428612_P01	PF12776
GRMZM2G428628_P01	PF01593
GRMZM2G428628_P01	PF01134
GRMZM2G428670_P01	PF00240
GRMZM2G428673_P01	PF13847
GRMZM2G428859_P01	PF00027
GRMZM2G428859_P01	PF07885
GRMZM2G428859_P01	PF13857
GRMZM2G428859_P01	PF12796
GRMZM2G428859_P01	PF11834
GRMZM2G428924_P01	PF02138
GRMZM2G428924_P01	PF01370
GRMZM2G428933_P01	PF10497
GRMZM2G428933_P01	PF02373
GRMZM2G428933_P01	PF08879
GRMZM2G428987_P01	PF12697
GRMZM2G429000_P01	PF14547
GRMZM2G429039_P01	PF12776
GRMZM2G429057_P01	PF00155
GRMZM2G429057_P02	PF00155
GRMZM2G429101_P01	PF12697
GRMZM2G429110_P01	PF00083
GRMZM2G429113_P01	PF00503
GRMZM2G429118_P01	PF04321
GRMZM2G429139_P01	PF06886
GRMZM2G429142_P01	PF00082
GRMZM2G429163_P01	PF00560
GRMZM2G429163_P01	PF13855
GRMZM2G429169_P01	PF11926
GRMZM2G429213_P01	PF03399
